genome_id,ncbi_taxon_id
GCF_000317045.1,1173025
GCF_000619905.2,1266925
GCF_000972865.1,314722
GCF_000284155.1,1105110
GCF_000213255.1,697281
GCF_000025725.1,522772
GCF_001482385.1,43658
GCF_001457455.1,1717
GCF_000026405.1,349519
GCF_001263175.1,1391653
GCF_000218895.1,761193
GCF_000027225.1,406818
GCF_000025005.1,525904
GCF_000217995.1,679901
GCF_000021945.1,326427
GCF_000145035.1,515622
GCF_000017805.1,383372
GCF_000008985.1,177416
GCF_000493735.1,1266845
GCF_000009045.1,224308
GCF_000247715.1,1112204
GCF_000024545.1,446470
GCF_000348725.1,1184267
GCF_000747345.1,1565991
GCF_000507245.1,1307761
GCF_000397205.1,1124983
GCF_001027545.1,1408281
GCF_001941345.1,1705
GCF_000063545.1,357244
GCF_000007765.2,227377
GCF_000757785.1,61647
GCF_000266885.1,869212
GCF_000258405.1,945713
GCF_000743945.1,1072685
GCF_000015345.1,246195
GCF_000023745.1,582744
GCF_000785515.1,1304
GCF_000220645.1,1053692
GCF_000757825.1,158822
GCF_000175575.2,637389
GCF_001007935.1,44574
GCF_000253175.1,930944
GCF_000499765.1,1379702
GCF_001189295.1,52
GCF_000192745.1,991905
GCF_001636015.1,29433
GCF_000014805.1,380703
GCF_000283515.1,627192
GCF_000179915.2,401053
GCF_000025325.1,543526
GCF_000016765.1,392499
GCF_000203835.1,100226
GCF_000185905.1,765698
GCF_000146505.1,59374
GCF_000014525.1,321967
GCF_000953195.1,35623
GCF_000632985.1,1286528
GCF_000755145.1,221027
GCF_000008765.1,272562
GCF_000300075.1,1206109
GCF_000012405.1,269800
GCF_000009605.1,107806
GCF_000022065.1,394503
GCF_001278035.1,292913
GCF_001412615.1,1273541
GCF_000967425.1,1125847
GCF_000816145.1,1123384
GCF_000023105.1,471853
GCF_000025125.1,1453429
GCF_000800395.1,1182571
GCF_001586215.1,146827
GCF_000512355.1,1268635
GCF_000025505.1,589924
GCF_000023265.1,525909
GCF_000014465.1,387344
GCF_000179575.2,647113
GCF_000024225.1,521095
GCF_000226315.1,856793
GCF_000833105.2,1520
GCF_000695835.1,2113
GCF_000166095.1,523846
GCF_000973085.1,187101
GCF_000019285.1,484022
GCF_000184345.1,869211
GCF_000214725.1,868131
GCF_001305595.1,528244
GCF_000196815.1,330214
GCF_000193395.1,767031
GCF_000192845.1,743722
GCF_000007465.2,210007
GCF_000014785.1,187272
GCF_000225325.1,714313
GCF_000180175.2,891974
GCF_001457475.1,85698
GCF_000213805.1,743720
GCF_000418365.1,1200352
GCF_000025705.1,580332
GCF_001421015.2,1616788
GCF_001005905.1,407035
GCF_000196235.1,290399
GCF_000316665.1,373994
GCF_000020465.1,290315
GCF_000024885.1,525898
GCF_000092245.1,572480
GCF_000023865.1,471857
GCF_000006945.2,99287
GCF_000013705.1,265072
GCF_000219105.1,483219
GCF_000019905.1,262543
GCF_001886815.1,880073
GCF_000016645.1,376686
GCF_000019525.1,392500
GCF_000508245.1,1415773
GCF_000093165.1,600809
GCF_000737595.1,585425
GCF_000632805.1,1379159
GCF_000145615.1,580327
GCF_000006685.1,243161
GCF_000026005.1,254945
GCF_000307165.1,698758
GCF_001729525.1,1703
GCF_000023705.1,583345
GCF_000284375.1,1037409
GCF_000299335.2,391936
GCF_000300295.3,1227812
GCF_000277125.1,487521
GCF_000012225.1,322098
GCF_000024765.1,555778
GCF_000404225.1,1295009
GCF_000217635.1,261317
GCF_000231385.2,768704
GCF_000014025.1,367737
GCF_000723165.1,1349767
GCF_001593245.1,654
GCF_001006045.1,113653
GCF_000325745.1,1215343
GCF_001572725.1,61652
GCF_000146165.2,211586
GCF_000801295.1,1248727
GCF_001042405.1,1600
GCF_000525655.1,1451189
GCF_000144695.1,574087
GCF_001442785.1,435897
GCF_001277995.1,931089
GCF_000237995.1,701521
GCF_000213215.1,933801
GCF_000016665.1,357808
GCF_000238995.1,1111676
GCF_000093025.1,666681
GCF_000227665.2,717772
GCF_000009825.1,66692
GCF_000018405.1,96561
GCF_000021485.1,243159
GCF_000007385.1,291331
GCF_000013945.1,355276
GCF_000723465.1,1160721
GCF_000737575.1,585423
GCF_000017165.1,406327
GCF_000058485.1,326424
GCF_000196855.1,762550
GCF_000812665.2,1579316
GCF_000661895.1,42256
GCF_000732925.1,208439
GCF_000012805.1,323261
GCF_000230735.2,797303
GCF_000317855.1,759913
GCF_000204415.1,990316
GCF_000021025.1,557598
GCF_000011545.1,272560
GCF_000283575.1,693746
GCF_000010285.1,378753
GCF_000023405.1,446465
GCF_000316625.1,317936
GCF_000248095.2,1130798
GCF_000026065.1,314315
GCF_002075285.2,1641165
GCF_000179395.2,858619
GCF_000253015.1,696125
GCF_000172635.2,529120
GCF_001511815.1,1926
GCF_000014885.1,225849
GCF_000235565.1,1110509
GCF_000223905.1,634497
GCF_000525635.1,1449976
GCF_000300295.4,1227812
GCF_001028625.1,543877
GCF_000021385.1,883
GCF_000385565.1,387631
GCF_000022005.1,565050
GCF_000012965.1,326298
GCF_000196515.1,551115
GCF_000012005.1,300267
GCF_000218565.1,504832
GCF_000348805.1,1229512
GCF_000007305.1,186497
GCF_000023785.1,582402
GCF_000020525.1,517418
GCF_000281175.1,926550
GCF_000725365.1,586416
GCF_000148645.1,550540
GCF_000012145.1,315456
GCF_000214215.1,491952
GCF_000195915.1,273075
GCF_000010605.1,455632
GCF_000025405.2,706191
GCF_001477655.1,230361
GCF_000767615.3,93220
GCF_000012285.1,330779
GCF_000695235.1,68570
GCF_000215085.1,696281
GCF_000008605.1,243276
GCF_001026985.1,82985
GCF_000091125.1,452662
GCF_000759475.1,1076550
GCF_000284515.1,866895
GCF_000348785.1,1313172
GCF_000214155.1,875328
GCF_000508225.1,1423892
GCF_000025965.1,76114
GCF_001586195.1,76853
GCF_001484065.1,121719
GCF_000736415.1,1244531
GCF_000973725.1,400092
GCF_000189415.1,865938
GCF_000196435.1,382640
GCF_001274895.1,1408189
GCF_000242255.2,767434
GCF_000935025.1,1609977
GCF_000284315.1,1162668
GCF_001432245.1,246432
GCF_000007005.1,273057
GCF_001618885.1,70255
GCF_000015145.1,415426
GCF_000317125.1,251229
GCF_000648515.1,1333848
GCF_001190755.1,1032069
GCF_000967305.2,511
GCF_000214825.1,717773
GCF_001705565.1,48664
GCF_001042715.1,84022
GCF_000246855.1,700598
GCF_001483845.1,195
GCF_000224985.1,1069534
GCF_000013725.1,259564
GCF_000328705.1,1179773
GCF_000175095.2,153948
GCF_000183425.1,643867
GCF_000016185.1,414684
GCF_000008545.1,243274
GCF_001660045.1,146923
GCF_000019845.1,395963
GCF_000021285.1,484019
GCF_000215975.1,795359
GCF_000008925.1,362948
GCF_000024965.1,446471
GCF_000284015.1,1146883
GCF_000008885.1,36870
GCF_001652485.1,419475
GCF_000008365.1,267748
GCF_000015025.1,351607
GCF_000010645.1,511995
GCF_000020305.1,320483
GCF_000012465.1,59920
GCF_000007125.1,224914
GCF_000969965.1,1434103
GCF_000019225.1,498211
GCF_000265385.1,746697
GCF_001641285.1,445710
GCF_000230555.1,1082931
GCF_001281465.1,1267562
GCF_000330885.1,698761
GCF_000091785.1,661367
GCF_001642655.1,1519
GCF_000025305.1,591001
GCF_001308145.2,137591
GCF_000212735.1,760192
GCF_000147715.2,660470
GCF_000283615.1,945021
GCF_001702175.1,240427
GCF_001553195.1,1117644
GCF_000190735.1,762903
GCF_000178955.2,682795
GCF_000217795.1,667014
GCF_000011305.1,196164
GCF_000011025.1,680646
GCF_900011245.1,376
GCF_000014145.1,269798
GCF_000022725.1,634504
GCF_000015765.1,410358
GCF_000009965.1,69014
GCF_000010785.1,608538
GCF_000305935.1,1089553
GCF_000304215.1,1147128
GCF_900086555.1,28091
GCF_000447675.1,1291379
GCF_000006725.1,160492
GCF_000063585.1,413999
GCF_000816185.1,1031564
GCF_001275345.1,71999
GCF_000155735.2,391616
GCF_000024165.1,522306
GCF_000008485.1,272624
GCF_000565215.1,1276257
GCF_000953735.1,80854
GCF_000269985.1,452652
GCF_000341395.1,1167006
GCF_001687565.2,1185653
GCF_000092645.1,469371
GCF_000219725.1,744872
GCF_000801275.2,28173
GCF_000789255.1,565033
GCF_000217675.1,882102
GCF_000055785.1,290398
GCF_000833025.1,480520
GCF_001886715.1,134962
GCF_000512915.1,880074
GCF_000165485.1,378806
GCF_000512735.1,75906
GCF_000016785.1,390874
GCF_001456065.2,1492
GCF_001611135.1,51663
GCF_000093085.1,439292
GCF_000017305.1,266940
GCF_000255115.2,646529
GCF_001078275.1,103855
GCF_000513475.1,673862
GCF_000013045.1,309807
GCF_000024505.1,574556
GCF_000152825.2,314260
GCF_000444995.1,1367847
GCF_000298115.2,1071400
GCF_000730385.1,589873
GCF_000331735.1,1278073
GCF_000195735.1,272947
GCF_001606005.1,1703
GCF_000165715.2,756272
GCF_000012245.1,205918
GCF_000404165.1,224719
GCF_001273775.1,42253
GCF_000019365.1,426117
GCF_000015445.1,360095
GCF_000024865.1,479432
GCF_000143085.1,105559
GCF_000027325.1,243273
GCF_000007785.1,226185
GCF_000159155.2,525284
GCF_001038625.1,536227
GCF_000163895.2,546269
GCF_000953535.1,1562970
GCF_000484535.1,1183438
GCF_000010125.1,342451
GCF_000153165.2,313603
GCF_000011445.1,272632
GCF_001318345.1,246787
GCF_000010145.1,334390
GCF_000473995.1,1345695
GCF_001043175.1,330734
GCF_001547975.1,2094
GCF_000317025.1,118163
GCF_000236705.1,926562
GCF_000255295.1,1144275
GCF_001586255.1,1470434
GCF_000026125.1,204773
GCF_000953435.1,1495769
GCF_000178875.2,693973
GCF_000020645.1,324925
GCF_001444445.1,76123
GCF_001483385.1,669041
GCF_000023205.1,465515
GCF_000011385.1,251221
GCF_000016905.1,391009
GCF_000023325.1,521045
GCF_000832905.1,1121088
GCF_001305615.1,1609966
GCF_001025155.1,518635
GCF_000769655.1,1505907
GCF_000022545.1,604354
GCF_000143965.1,644282
GCF_000015965.1,167546
GCF_000147815.2,653045
GCF_001610975.1,1219058
GCF_000445425.4,1302858
GCF_000784965.1,1484157
GCF_000020785.1,380749
GCF_000260965.1,754477
GCF_000832305.1,68895
GCF_000981505.1,1581557
GCF_000968195.1,351671
GCF_000313635.1,1118964
GCF_000981525.1,297352
GCF_900093775.1,1664069
GCF_000875755.1,743967
GCF_001262055.1,52773
GCF_000225445.1,1005090
GCF_000183665.1,658172
GCF_000010425.1,367928
GCF_000013145.1,205920
GCF_000311765.1,1224746
GCF_000012905.2,272943
GCF_000025605.1,638303
GCF_000970085.1,1434120
GCF_000023285.1,521097
GCF_000020065.1,243272
GCF_000019945.1,441620
GCF_000012745.1,292415
GCF_000196735.1,692420
GCF_002215215.1,1192854
GCF_001543265.1,296
GCF_000014245.1,266779
GCF_000023465.1,655815
GCF_000024385.1,471852
GCF_001558935.1,35703
GCF_000010305.1,379066
GCF_000317675.1,755178
GCF_001267925.1,1262470
GCF_000970305.1,1434107
GCF_000015825.1,368407
GCF_000262715.1,1186051
GCF_001185205.1,1643450
GCF_000143845.1,633147
GCF_000176855.2,643561
GCF_001682385.1,418699
GCF_000317935.1,1208660
GCF_000182745.2,634177
GCF_000340885.1,931276
GCF_000746645.1,470
GCF_001011155.1,1620421
GCF_000742835.1,91604
GCF_000969885.1,523844
GCF_000767275.2,2423
GCF_000014825.1,316055
GCF_000190555.1,693977
GCF_000758725.1,189426
GCF_000010625.1,449447
GCF_000194135.1,760142
GCF_000014425.1,324831
GCF_000198515.1,83406
GCF_000265525.1,163003
GCF_000590925.1,1294273
GCF_001050475.1,1007676
GCF_000235605.1,768706
GCF_001750165.1,43657
GCF_001922545.1,29519
GCF_000814825.1,1531429
GCF_000294775.2,1196031
GCF_001693675.1,1901
GCF_000940995.1,658445
GCF_000724605.1,59505
GCF_001021935.1,487909
GCF_000010085.1,343509
GCF_001465855.1,145458
GCF_000265405.1,866536
GCF_000242895.2,666686
GCF_000297055.2,1163617
GCF_002211765.1,1096243
GCF_000023845.1,469378
GCF_000022045.1,395961
GCF_000174395.2,333849
GCF_001267155.1,216942
GCF_900116045.1,901
GCF_000012425.1,159087
GCF_000011465.1,59919
GCF_000512895.1,871738
GCF_000022385.1,429572
GCF_000327505.1,673860
GCF_000145295.1,79929
GCF_001547995.1,1231624
GCF_000196295.1,489653
GCF_000012725.1,323098
GCF_000007945.1,233412
GCF_000020385.1,398767
GCF_000067165.1,448385
GCF_000230955.2,751944
GCF_000981765.1,914150
GCF_000195955.2,83332
GCF_000317085.1,1173263
GCF_000020225.1,349741
GCF_000013605.1,338969
GCF_000237865.1,768065
GCF_001011035.1,444103
GCF_001594265.1,714
GCF_000014505.1,278197
GCF_000972765.1,1637999
GCF_000195085.1,1002672
GCF_000022965.1,555970
GCF_000013665.1,203122
GCF_000023245.1,446462
GCF_000016405.1,349102
GCF_001187785.1,1579979
GCF_000014585.1,64471
GCF_000484505.1,1341692
GCF_000270085.1,650150
GCF_000009845.1,262768
GCF_000092865.1,446466
GCF_000967895.1,698738
GCF_000511385.1,1423144
GCF_000812185.1,1410606
GCF_000242935.2,794903
GCF_000828475.1,1384459
GCF_000340865.1,1208920
GCF_000025345.1,526225
GCF_001693385.1,1274631
GCF_000194605.1,755732
GCF_000196495.1,316275
GCF_001908275.1,528191
GCF_000164675.2,760570
GCF_000010065.1,269084
GCF_000219605.1,316
GCF_000190535.1,709991
GCF_000247605.1,931626
GCF_000195835.1,233413
GCF_000218875.1,579138
GCF_000212675.2,690850
GCF_000226565.1,1085623
GCF_001308105.1,1085624
GCF_000521565.1,1009858
GCF_000023885.1,471855
GCF_000016545.1,351627
GCF_000022885.2,634503
GCF_000060345.1,411154
GCF_001688625.2,292800
GCF_000069185.1,36809
GCF_000240165.1,1003195
GCF_000195315.1,700015
GCF_000012565.1,269484
GCF_000015265.1,196162
GCF_000015225.1,368408
GCF_000020485.1,373903
GCF_000023445.1,526222
GCF_001702135.1,53444
GCF_001182745.1,37329
GCF_000259255.1,182217
GCF_001456315.1,2371
GCF_000195775.1,258594
GCF_000317975.2,1234679
GCF_000226295.1,981222
GCF_000328685.1,694430
GCF_000027345.1,272634
GCF_000179635.2,697329
GCF_000007705.1,243365
GCF_000092205.1,589865
GCF_001314305.1,128780
GCF_000024185.1,634498
GCF_000092105.1,521674
GCF_000195935.2,272844
GCF_000689415.1,1301098
GCF_000026605.1,40041
GCF_000025925.1,264731
GCF_000240075.2,1041826
GCF_001420995.1,1096856
GCF_001559115.1,1286
GCF_000695095.2,1379270
GCF_000355765.4,1288494
GCF_000023125.1,471854
GCF_000439455.1,1276221
GCF_000008465.1,283942
GCF_000496595.1,1261131
GCF_001028645.1,72758
GCF_000520015.2,1441930
GCF_000176915.2,643562
GCF_000471025.2,1143323
GCF_001281115.1,1690248
GCF_000015245.1,326297
GCF_001484935.1,1242245
GCF_000090965.1,372461
GCF_000026045.1,348780
GCF_000316645.1,28072
GCF_000829035.1,1226298
GCF_000829395.1,1291742
GCF_000012865.1,246194
GCF_000023605.1,561230
GCF_001698225.1,2055
GCF_000818035.1,546263
GCF_000009065.1,214092
GCF_001719165.1,39960
GCF_000010405.1,412965
GCF_000195875.1,272635
GCF_000829195.1,98228
GCF_000732945.1,191610
GCF_000190435.1,158189
GCF_000734015.1,289377
GCF_000612055.1,1661
GCF_000202835.1,926570
GCF_001302585.1,860235
GCF_000252855.1,693978
GCF_000014725.1,335541
GCF_000092565.1,189518
GCF_000024925.1,446469
GCF_001458475.1,504
GCF_001553935.1,544580
GCF_000196895.1,795797
GCF_000011745.1,291272
GCF_000064305.2,402612
GCF_000328625.1,748449
GCF_001431725.1,1178482
GCF_000143145.1,582899
GCF_000511355.1,999552
GCF_000284255.1,983917
GCF_000015865.1,203119
GCF_000816085.1,1284
GCF_000147695.2,697303
GCF_000023725.1,531844
GCF_000021685.1,309801
GCF_000830985.1,1420916
GCF_000018885.1,288705
GCF_000949425.1,1566358
GCF_001548015.1,270351
GCF_000831005.1,1420917
GCF_000011245.1,221109
GCF_001021065.1,1072256
GCF_000068585.1,471472
GCF_000300455.3,1235834
GCF_000007045.1,171101
GCF_000347635.1,1129794
GCF_000179035.2,768700
GCF_000012505.1,316279
GCF_000222485.1,880070
GCF_000024265.1,479437
GCF_000067205.1,94624
GCF_000754265.1,186490
